CODUSU,COMPONENTE,Edad,Genero,adulto_equiv,ad_equiv_hogar
TQRMNOSVUHKONPCDEIJAH00780317,1,40,2,0.77,2.81
TQRMNOSVUHKONPCDEIJAH00780317,2,21,1,1.02,2.81
TQRMNOSVUHKONPCDEIJAH00780317,4,19,1,1.02,2.81
TQRMNOPXRHMMOPCDEIJAH00802382,4,46,1,1.0,4.09
TQRMNOPXRHMMOPCDEIJAH00802382,5,7,2,0.66,4.09
TQRMNOQQWHLOLRCDEIJAH00719572,1,28,2,0.76,4.14
TQRMNOQQWHLOLRCDEIJAH00719572,2,12,1,0.85,4.14
TQRMNOQQWHLOLRCDEIJAH00719572,3,7,1,0.66,4.14
TQRMNOQQWHLOLRCDEIJAH00719572,4,12,1,0.85,4.14
TQRMNOQQWHLOLRCDEIJAH00719572,5,25,1,1.02,4.14
TQRMNOQYWHKOMPCDEIJAH00786358,3,15,1,1.0,2.77
TQRMNOTSRHLMLUCDEIIAD00718231,1,37,1,1.0,1.77
TQRMNOTSRHLMLUCDEIIAD00718231,2,33,2,0.77,1.77
TQRMNOSYQHJLLUCDEIIAD00797682,1,79,2,0.63,1.37
TQRMNOQXTHKOLOCDEIJAH00780499,6,10,2,0.7,5.57
TQRMNOQXTHKOLOCDEIJAH00780499,7,9,2,0.69,5.57
TQRMNOPPUHJNOPCDEIJAH00796051,1,76,1,0.74,1.41
TQRMNOPPUHJNOPCDEIJAH00796051,2,74,2,0.67,1.41
TQRMNOQWVHJNRPCDEIJAH00802138,1,50,1,1.0,1.0
TQRMNOQXVHJMTQCDEIJAH00795575,1,65,2,0.67,2.74
TQRMNOQXVHJMTQCDEIJAH00795575,2,39,2,0.77,2.74
TQRMNOQPRHKOLOCDEIJAH00785806,1,38,2,0.77,2.43
TQRMNOQPRHKOLOCDEIJAH00785806,2,6,2,0.64,2.43
TQRMNOQPRHKOLOCDEIJAH00785806,3,18,1,1.02,2.43
TQRMNOPUSHKLNNCDEIIAD00779934,1,51,2,0.76,1.78
TQRMNOPUSHKLNNCDEIIAD00779934,2,28,1,1.02,1.78
TQRMNOPUUHKLNNCDEIIAD00779911,1,63,2,0.67,2.46
TQRMNOPUUHKLNNCDEIIAD00779911,2,19,1,1.02,2.46
TQRMNOPUUHKLNNCDEIIAD00779911,3,15,2,0.77,2.46
TQRMNORTSHJKMSCDEIIAD00794199,1,73,1,0.83,2.27
TQRMNORTSHJKMSCDEIIAD00794199,2,70,2,0.67,2.27
TQRMNORTSHJKMSCDEIIAD00794199,3,33,2,0.77,2.27
TQRMNOQXVHJMTQCDEIJAH00795575,4,7,1,0.66,2.74
TQRMNOQXVHJMTQCDEIJAH00795575,5,6,1,0.64,2.74
TQRMNOPXVHMMTQCDEIJAH00802114,1,22,1,1.02,2.02
TQRMNOPXVHMMTQCDEIJAH00802114,2,34,1,1.0,2.02
TQRMNORWVHKKSQCDEIJAH00786003,1,35,1,1.0,1.77
TQRMNORWVHKKSQCDEIJAH00786003,2,44,2,0.77,1.77
TQRMNOQQYHKLSRCDEIJAH00780478,1,72,1,0.83,1.5
TQRMNOUSQHKMLPCDEIJAH00780305,2,13,2,0.76,3.81
TQRMNOUSQHKMLPCDEIJAH00780305,3,9,1,0.69,3.81
TQRMNOUSQHKMLPCDEIJAH00780305,4,10,2,0.7,3.81
TQRMNOUSQHKMLPCDEIJAH00780305,5,7,1,0.66,3.81
TQRMNOUSQHKMLPCDEIJAH00780305,7,34,1,1.0,3.81
TQRMNORWRHKKSNCDEIJAH00785911,3,21,1,1.02,2.04
TQRMNORWRHKKSNCDEIJAH00785911,4,18,1,1.02,2.04
TQRMNOQQYHKLSRCDEIJAH00780478,2,69,2,0.67,1.5
TQRMNORYXHKLSRCDEIJAH00786033,1,48,1,1.0,1.0
TQRMNOPQUHJNSPCDEIJAH00795577,1,48,1,1.0,3.91
TQRMNOPQUHJNSPCDEIJAH00795577,2,45,2,0.77,3.91
TQRMNOPQUHJNSPCDEIJAH00795577,3,25,2,0.76,3.91
TQRMNOPQUHJNSPCDEIJAH00795577,4,10,2,0.7,3.91
TQRMNOPQUHJNSPCDEIJAH00795577,5,8,2,0.68,3.91
TQRMNOQWRHJNSPCDEIJAH00802117,1,71,1,0.83,0.83
TQRMNOPQSHLNNTCDEIIAD00718289,1,82,1,0.74,1.37
TQRMNOPQSHLNNTCDEIIAD00718289,2,82,2,0.63,1.37
TQRMNOSVPHMNONCDEIIAD00801693,1,88,2,0.63,0.63
TQRMNOTRSHJNNUCDEIIAD00797368,1,37,1,1.0,1.0
TQRMNOQTVHJMOMCDEIIAD00801694,1,55,1,1.0,1.0
TQRMNOQTYHLKOPCDEIIAD00801696,1,31,1,1.0,1.0
TQRMNOQTYHKLOUCDEIJAH00780230,1,57,2,0.76,2.28
TQRMNOQTYHKLOUCDEIJAH00780230,2,28,2,0.76,2.28
TQRMNOQTYHKLOUCDEIJAH00780230,3,24,2,0.76,2.28
TQRMNORWPHMMPMCDEIJAH00802086,1,81,1,0.74,1.37
TQRMNORWPHMMPMCDEIJAH00802086,2,80,2,0.63,1.37
TQRMNORWQHMMPMCDEIJAH00802087,1,76,1,0.74,0.74
TQRMNOSXTHMMPPCDEIJAH00802089,1,35,2,0.77,1.77
TQRMNOSXTHMMPPCDEIJAH00802089,2,44,1,1.0,1.77
TQRMNOSUVHKLPLCDEIJAH00780387,1,67,2,0.67,1.44
TQRMNOSUVHKLPLCDEIJAH00780387,2,38,2,0.77,1.44
TQRMNOQWUHMMPQCDEIJAH00802090,1,67,2,0.67,0.67
TQRMNOQQPHJOPQCDEIJAH00802125,1,69,2,0.67,0.67
TQRMNOPWRHJMOMCDEIJAH00795578,1,80,2,0.63,1.9
TQRMNOPWRHJMOMCDEIJAH00795578,2,27,2,0.76,1.9
TQRMNOPWRHJMOMCDEIJAH00795578,3,3,1,0.51,1.9
TQRMNOPVXHKMSTCDEIJAH00780801,1,58,2,0.76,0.76
TQRMNORSPHMMKNCDEIJAH00802134,1,75,1,0.83,2.22
TQRMNORSPHMMKNCDEIJAH00802134,2,78,2,0.63,2.22
TQRMNORSPHMMKNCDEIJAH00802134,3,51,2,0.76,2.22
TQRMNOSQXHLMLMCDEIJAH00719410,1,90,2,0.63,0.63
TQRMNOPTVHJOLTCDEIJAH00797437,2,30,1,1.0,1.64
TQRMNOPTVHJOLTCDEIJAH00797437,3,6,2,0.64,1.64
TQRMNOSRPHJNLUCDEIJAH00797370,1,34,2,0.77,2.47
TQRMNOSRPHJNLUCDEIJAH00797370,2,33,1,1.0,2.47
TQRMNOSRPHJNLUCDEIJAH00797370,3,10,2,0.7,2.47
TQRMNOPQWHLOLNCDEIJAH00718745,1,49,1,1.0,3.56
TQRMNOPQWHLOLNCDEIJAH00718745,2,48,2,0.76,3.56
TQRMNOSQPHLKOPCDEIIAD00718299,4,17,1,1.04,1.89
TQRMNOSQPHLKOPCDEIIAD00718299,5,12,1,0.85,1.89
TQRMNORQRHJMOPCDEIIAD00797440,2,31,1,1.0,2.02
TQRMNORQRHJMOPCDEIIAD00797440,3,29,1,1.02,2.02
TQRMNOSWWHMNSMCDEIJAH00802091,1,66,2,0.67,1.5
TQRMNOSWWHMNSMCDEIJAH00802091,2,74,1,0.83,1.5
TQRMNOTXPHJNSOCDEIJAH00802092,1,74,1,0.83,3.7
TQRMNOTXPHJNSOCDEIJAH00802092,2,36,2,0.77,3.7
TQRMNOTXPHJNSOCDEIJAH00802092,3,11,1,0.82,3.7
TQRMNOTXPHJNSOCDEIJAH00802092,4,8,1,0.68,3.7
TQRMNOTXPHJNSOCDEIJAH00802092,5,5,2,0.6,3.7
TQRMNOSPRHMLSNCDEIJAH00802093,1,68,1,0.83,1.59
TQRMNOSPRHMLSNCDEIJAH00802093,2,54,2,0.76,1.59
TQRMNOSPSHMLSNCDEIJAH00802094,1,42,2,0.77,6.42
TQRMNOSPSHMLSNCDEIJAH00802094,2,48,1,1.0,6.42
TQRMNOSPSHMLSNCDEIJAH00802094,3,18,1,1.02,6.42
TQRMNOSPSHMLSNCDEIJAH00802094,4,17,1,1.04,6.42
TQRMNOSPSHMLSNCDEIJAH00802094,5,15,1,1.0,6.42
TQRMNOSPSHMLSNCDEIJAH00802094,6,13,1,0.9,6.42
TQRMNOSPSHMLSNCDEIJAH00802094,7,9,1,0.69,6.42
TQRMNORQPHJOSPCDEIJAH00794445,1,67,2,0.67,0.67
TQRMNORYPHLOSNCDEIJAH00719021,2,21,1,1.02,2.75
TQRMNOSTYHLMOOCDEIJAH00780886,1,63,1,0.83,1.59
TQRMNOSTYHLMOOCDEIJAH00780886,2,19,2,0.76,1.59
TQRMNOPPSHMMOPCDEIJAH00802107,1,60,1,1.0,2.76
TQRMNOPPSHMMOPCDEIJAH00802107,2,53,2,0.76,2.76
TQRMNOPPSHMMOPCDEIJAH00802107,3,15,1,1.0,2.76
TQRMNORQVHMMOPCDEIJAH00802108,2,48,1,1.0,2.17
TQRMNORQVHMMOPCDEIJAH00802108,3,7,1,0.66,2.17
TQRMNORQVHMMOPCDEIJAH00802108,4,3,2,0.51,2.17
TQRMNOQURHLLTRCDEIJAH00719590,1,63,2,0.67,0.67
TQRMNORYYHJMPLCDEIJAH00795884,1,46,1,1.0,4.52
TQRMNORYYHJMPLCDEIJAH00795884,2,23,2,0.76,4.52
TQRMNORYYHJMPLCDEIJAH00795884,3,22,1,1.02,4.52
TQRMNORYYHJMPLCDEIJAH00795884,4,18,1,1.02,4.52
TQRMNORYYHJMPLCDEIJAH00795884,5,11,2,0.72,4.52
TQRMNOPVPHLMTSCDEIJAH00719591,1,68,2,0.67,0.67
TQRMNOQUSHLMTSCDEIJAH00719637,1,75,1,0.83,1.5
TQRMNOQUSHLMTSCDEIJAH00719637,2,71,2,0.67,1.5
TQRMNOQUUHLMTSCDEIJAH00719592,1,54,1,1.0,3.54
TQRMNOQUUHLMTSCDEIJAH00719592,2,54,2,0.76,3.54
TQRMNOQUUHLMTSCDEIJAH00719592,3,22,1,1.02,3.54
TQRMNOQUUHLMTSCDEIJAH00719592,4,18,2,0.76,3.54
TQRMNOPQUHKMTLCDEIJAH00780144,1,53,2,0.76,2.48
TQRMNOPQUHKMTLCDEIJAH00780144,2,19,2,0.76,2.48
TQRMNOPQUHKMTLCDEIJAH00780144,3,14,1,0.96,2.48
TQSMNOQWSHKOTMCDEIJAH00786312,1,69,1,0.83,0.83
TQRMNOPQWHLOLNCDEIJAH00718745,3,17,1,1.04,3.56
TQRMNOPQWHLOLNCDEIJAH00718745,4,20,2,0.76,3.56
TQRMNOQVUHLKLPCDEIJAH00780349,1,38,1,1.0,2.65
TQRMNOQVUHLKLPCDEIJAH00780349,2,33,2,0.77,2.65
TQRMNOQVUHLKLPCDEIJAH00780349,3,3,1,0.51,2.65
TQRMNOQVUHLKLPCDEIJAH00780349,4,1,2,0.37,2.65
TQSMNOQPVHMLLPCDEIJAH00802073,1,45,1,1.0,2.8
TQSMNOQPVHMLLPCDEIJAH00802073,2,46,2,0.76,2.8
TQSMNOQPVHMLLPCDEIJAH00802073,3,17,1,1.04,2.8
TQRMNORXVHJLNNCDEIIAD00798156,1,68,2,0.67,0.67
TQRMNOTQXHKMNRCDEIIAD00801685,1,72,1,0.83,0.83
TQRMNOQXYHJLKTCDEIIAD00793153,1,65,2,0.67,2.17
TQRMNOTTUHKNLSCDEIIAD00785307,1,69,2,0.67,0.67
TQRMNOPQUHLLMRCDEIIAD00718261,1,41,2,0.77,3.5
TQRMNOPQUHLLMRCDEIIAD00718261,2,47,1,1.0,3.5
TQRMNOPQUHLLMRCDEIIAD00718261,3,15,2,0.77,3.5
TQRMNOPQUHLLMRCDEIIAD00718261,4,14,1,0.96,3.5
TQRMNORSVHLMNPCDEIIAD00801700,1,78,2,0.63,0.63
TQRMNORYPHLOSNCDEIJAH00719021,3,17,1,1.04,2.75
TQRMNORYPHLOSNCDEIJAH00719021,4,9,1,0.69,2.75
TQRMNOSXPHKLNSCDEIJAH00780510,1,31,2,0.77,0.77
TQRMNOSXUHKLNSCDEIJAH00786552,1,79,1,0.74,1.41
TQRMNOSXUHKLNSCDEIJAH00786552,2,72,2,0.67,1.41
TQSMNORXSHJMOLCDEIJAH00797994,1,23,1,1.02,2.79
TQSMNORXSHJMOLCDEIJAH00797994,2,25,2,0.76,2.79
TQSMNORXSHJMOLCDEIJAH00797994,3,2,2,0.46,2.79
TQSMNORXSHJMOLCDEIJAH00797994,4,4,2,0.55,2.79
TQRMNOPYUHLMOLCDEIJAH00780774,1,77,2,0.63,2.37
TQRMNOSWXHLOLRCDEIJAH00718726,1,32,1,1.0,2.23
TQRMNOSWXHLOLRCDEIJAH00718726,2,34,2,0.77,2.23
TQRMNOSWXHLOLRCDEIJAH00718726,3,2,1,0.46,2.23
TQRMNOQPQHKMLQCDEIJAH00780583,1,68,1,0.83,1.5
TQRMNOQPQHKMLQCDEIJAH00780583,2,65,2,0.67,1.5
TQRMNOQSXHKMLTCDEIJAH00786344,1,45,1,1.0,2.45
TQRMNOQSXHKMLTCDEIJAH00786344,2,51,2,0.76,2.45
TQRMNOQSXHKMLTCDEIJAH00786344,3,9,1,0.69,2.45
TQRMNOPYTHJLMTCDEIJAH00797495,1,56,1,1.0,2.52
TQRMNOPYTHJLMTCDEIJAH00797495,2,56,2,0.76,2.52
TQRMNOPYTHJLMTCDEIJAH00797495,3,20,2,0.76,2.52
TQRMNORUUHKNMOCDEIJAH00780722,1,40,2,0.77,3.44
TQRMNORUUHKNMOCDEIJAH00780722,2,30,1,1.0,3.44
TQRMNORUUHKNMOCDEIJAH00780722,3,68,2,0.67,3.44
TQRMNORUUHKNMOCDEIJAH00780722,4,39,1,1.0,3.44
TQRMNOPXYHJLNMCDEIJAH00797977,1,70,1,0.83,1.5
TQRMNOQSSHJOSQCDEIJAH00794240,1,64,2,0.67,0.67
TQRMNORSUHLMSRCDEIJAH00794915,1,82,1,0.74,2.27
TQRMNORSUHLMSRCDEIJAH00794915,2,52,2,0.76,2.27
TQRMNOQTUHMMMUCDEIJAH00802126,1,41,1,1.0,2.31
TQRMNOQTUHMMMUCDEIJAH00802126,2,28,2,0.76,2.31
TQRMNOQTUHMMMUCDEIJAH00802126,3,4,2,0.55,2.31
TQRMNOQXVHMMNLCDEIJAH00801939,1,27,2,0.76,2.85
TQRMNOQXVHMMNLCDEIJAH00801939,2,9,2,0.69,2.85
TQRMNOQXVHMMNLCDEIJAH00801939,3,6,2,0.64,2.85
TQRMNORVWHJKNSCDEIJAH00802127,1,46,1,1.0,2.69
TQRMNOUQQHKLRNCDEIJAH00802074,1,73,1,0.83,2.5
TQRMNOUQQHKLRNCDEIJAH00802074,2,71,2,0.67,2.5
TQRMNOUQQHKLRNCDEIJAH00802074,3,43,1,1.0,2.5
TQRMNOQXSHJKLQCDEIIAD00801687,1,29,2,0.76,2.24
TQRMNOQXSHJKLQCDEIIAD00801687,2,57,2,0.76,2.24
TQRMNOQXSHJKLQCDEIIAD00801687,3,11,2,0.72,2.24
TQRMNOQXTHJKLQCDEIIAD00794316,1,38,2,0.77,2.43
TQRMNOQXTHJKLQCDEIIAD00794316,2,14,1,0.96,2.43
TQRMNOQXTHJKLQCDEIIAD00794316,3,10,2,0.7,2.43
TQRMNOURUHJOLRCDEIIAD00801689,1,41,1,1.0,1.55
TQRMNOURUHJOLRCDEIIAD00801689,2,4,1,0.55,1.55
TQRMNORPRHJMLSCDEIIAD00794812,1,24,1,1.02,2.04
TQRMNORPRHJMLSCDEIIAD00794812,2,26,1,1.02,2.04
TQRMNORQQHJLLTCDEIIAD00794813,1,36,1,1.0,1.0
TQRMNORUWHMNKMCDEIJAH00802098,1,57,2,0.76,0.76
TQRMNOPPUHKMKNCDEIJAH00780553,1,76,2,0.63,2.63
TQRMNOPPUHKMKNCDEIJAH00780553,2,50,1,1.0,2.63
TQRMNOPPUHKMKNCDEIJAH00780553,3,47,1,1.0,2.63
TQRMNOPXXHJMKOCDEIJAH00802099,1,38,2,0.77,2.92
TQRMNOPXXHJMKOCDEIJAH00802099,2,42,1,1.0,2.92
TQRMNOPXXHJMKOCDEIJAH00802099,3,9,2,0.69,2.92
TQRMNOPXXHJMKOCDEIJAH00802099,4,2,2,0.46,2.92
TQRMNOPQXHKMKPCDEIJAH00802100,1,64,1,0.83,2.61
TQRMNOPQXHKMKPCDEIJAH00802100,2,60,2,0.76,2.61
TQRMNOPQXHKMKPCDEIJAH00802100,3,24,1,1.02,2.61
TQRMNORWYHKMKPCDEIJAH00780343,1,28,2,0.76,0.76
TQRMNOPYUHLMOLCDEIJAH00780774,2,81,1,0.74,2.37
TQRMNOPYUHLMOLCDEIJAH00780774,3,50,1,1.0,2.37
TQRMNOTPVHJLOTCDEIJAH00798170,1,84,2,0.63,1.39
TQRMNOTPVHJLOTCDEIJAH00798170,2,58,2,0.76,1.39
TQRMNOUVPHKMOOCDEIJAH00780342,1,26,2,0.76,1.13
TQRMNOUVPHKMOOCDEIJAH00780342,2,1,1,0.37,1.13
TQRMNOQRYHJOPMCDEIJAH00797220,1,76,1,0.74,1.41
TQRMNOQRYHJOPMCDEIJAH00797220,2,75,2,0.67,1.41
TQRMNOPVSHKMOPCDEIJAH00780185,1,77,1,0.74,1.37
TQRMNOPVSHKMOPCDEIJAH00780185,2,77,2,0.63,1.37
TQRMNOPXVHMMLSCDEIJAH00802110,1,38,1,1.0,3.51
TQRMNOPXVHMMLSCDEIJAH00802110,2,18,1,1.02,3.51
TQRMNOPXVHMMLSCDEIJAH00802110,3,16,2,0.77,3.51
TQRMNOPXVHMMLSCDEIJAH00802110,4,11,2,0.72,3.51
TQRMNOPXWHMMLSCDEIJAH00802111,1,35,2,0.77,0.77
TQRMNOPUTHLMMLCDEIJAH00718731,2,80,2,0.63,1.65
TQRMNOPUTHLMMLCDEIJAH00718731,3,28,1,1.02,1.65
TQRMNOTQVHMKMTCDEIIAD00801709,1,38,2,0.77,0.77
TQRMNOPQWHLLMRCDEIIAD00718262,1,31,1,1.0,2.27
TQRMNOPQWHLLMRCDEIIAD00718262,2,28,2,0.76,2.27
TQRMNOPQWHLLMRCDEIIAD00718262,3,3,2,0.51,2.27
TQRMNOPUVHKKMSCDEIIAD00780063,1,58,2,0.76,1.76
TQRMNOPUVHKKMSCDEIIAD00780063,2,51,1,1.0,1.76
TQRMNOSQXHMKNLCDEIIAD00801711,1,28,2,0.76,1.76
TQRMNOPXYHJLNMCDEIJAH00797977,2,69,2,0.67,1.5
TQRMNOTWQHJLNMCDEIJAH00797979,1,50,1,1.0,1.0
TQRMNOSRPHKOMTCDEIJAH00786551,1,62,2,0.67,0.67
TQRMNORSUHLMSRCDEIJAH00794915,3,42,2,0.77,2.27
TQRMNOPYSHLLSSCDEIJAH00718945,1,74,2,0.67,0.67
TQRMNOQYWHKORSCDEIJAH00780268,1,25,1,1.02,4.03
TQRMNOQYWHKORSCDEIJAH00780268,2,36,2,0.77,4.03
TQRMNOQYWHKORSCDEIJAH00780268,3,15,1,1.0,4.03
TQRMNOQYWHKORSCDEIJAH00780268,4,9,1,0.69,4.03
TQRMNOQYWHKORSCDEIJAH00780268,5,4,1,0.55,4.03
TQSMNOQSTHJOQPCDEIJAH00802124,1,67,1,0.83,4.76
TQSMNOQSTHJOQPCDEIJAH00802124,2,59,2,0.76,4.76
TQSMNOQSTHJOQPCDEIJAH00802124,3,10,1,0.79,4.76
TQSMNOQSTHJOQPCDEIJAH00802124,4,16,1,1.03,4.76
TQSMNOQSTHJOQPCDEIJAH00802124,5,9,2,0.69,4.76
TQRMNORVWHJKNSCDEIJAH00802127,2,35,2,0.77,2.69
TQRMNORVWHJKNSCDEIJAH00802127,3,4,2,0.55,2.69
TQRMNORVWHJKNSCDEIJAH00802127,4,1,2,0.37,2.69
TQRMNOQQPHMKNNCDEIJAH00802128,2,75,2,0.67,0.67
TQRMNOPTTHKMNQCDEIJAH00780550,4,19,2,0.76,0.76
TQRMNOUQSHKMNQCDEIJAH00802130,1,50,2,0.76,2.17
TQRMNOUQSHKMNQCDEIJAH00802130,2,11,2,0.72,2.17
TQRMNOUQSHKMNQCDEIJAH00802130,3,9,1,0.69,2.17
TQRMNOQRPHLMSRCDEIJAH00718709,3,9,2,0.69,1.72
TQRMNOQRPHLMSRCDEIJAH00718709,4,7,2,0.66,1.72
TQRMNOQRPHLMSRCDEIJAH00718709,5,1,1,0.37,1.72
TQRMNOTWYHKNRPCDEIJAH00802075,1,38,2,0.77,3.19
TQRMNOTWYHKNRPCDEIJAH00802075,2,19,1,1.02,3.19
TQRMNOTWYHKNRPCDEIJAH00802075,3,11,2,0.72,3.19
TQRMNOTWYHKNRPCDEIJAH00802075,4,8,2,0.68,3.19
TQRMNOQRTHLOTOCDEIJAH00718980,1,51,2,0.76,2.54
TQRMNOQRTHLOTOCDEIJAH00718980,2,28,2,0.76,2.54
TQRMNOQRTHLOTOCDEIJAH00718980,3,25,1,1.02,2.54
TQRMNOSXXHJLLUCDEIIAD00801690,2,49,2,0.76,1.42
TQRMNOSXXHJLLUCDEIIAD00801690,3,7,1,0.66,1.42
TQRMNOTSRHKLMNCDEIIAD00785680,1,31,2,0.77,0.77
TQRMNOQWWHLLKPCDEIIAD00718215,1,38,2,0.77,1.77
TQRMNOQWWHLLKPCDEIIAD00718215,2,43,1,1.0,1.77
TQRMNOPXXHLKKQCDEIIAD00718217,1,33,1,1.0,1.0
TQRMNOWSSHJOKRCDEIIAD00794459,1,38,2,0.77,0.77
TQRMNOPRUHKNOMCDEIIAD00785393,1,33,2,0.77,0.77
TQRMNOPRXHJNNUCDEIIAD00794574,1,79,2,0.63,0.63
TQRMNOURVHJMMPCDEIJAH00794569,1,53,2,0.76,4.56
TQRMNOURVHJMMPCDEIJAH00794569,2,53,1,1.0,4.56
TQRMNOURVHJMMPCDEIJAH00794569,3,23,1,1.02,4.56
TQRMNOURVHJMMPCDEIJAH00794569,4,21,1,1.02,4.56
TQRMNOURVHJMMPCDEIJAH00794569,5,20,2,0.76,4.56
TQRMNOPWQHLMMMCDEIJAH00794817,2,57,1,1.0,1.0
TQRMNOQVXHJOKPCDEIJAH00797687,1,48,2,0.76,1.76
TQRMNOQVXHJOKPCDEIJAH00797687,2,36,1,1.0,1.76
TQRMNOSPPHMMKPCDEIJAH00802103,1,60,1,1.0,1.76
TQRMNOSPPHMMKPCDEIJAH00802103,2,54,2,0.76,1.76
TQRMNOPYUHMLLLCDEIJAH00802104,1,85,2,0.63,1.37
TQRMNOPYUHMLLLCDEIJAH00802104,2,89,1,0.74,1.37
TQRMNOSSYHJKKUCDEIJAH00797930,1,38,1,1.0,2.32
TQRMNOSSYHJKKUCDEIJAH00797930,2,32,2,0.77,2.32
TQRMNOSSYHJKKUCDEIJAH00797930,3,4,1,0.55,2.32
TQRMNOQTTHKMNRCDEIJAH00780585,1,62,1,0.83,0.83
TQRMNOSQXHMKNLCDEIIAD00801711,2,57,1,1.0,1.76
TQRMNORSUHLKMSCDEIIAD00718263,1,22,1,1.02,1.78
TQRMNORSUHLKMSCDEIIAD00718263,2,18,2,0.76,1.78
TQRMNOURYHMONMCDEIIAD00801712,1,63,1,0.83,0.83
TQRMNOPYQHKMNLCDEIIAD00785598,1,53,1,1.0,1.0
TQRMNORTSHMKNNCDEIIAD00801714,1,64,1,0.83,2.26
TQRMNORTSHMKNNCDEIIAD00801714,2,63,2,0.67,2.26
TQRMNORTSHMKNNCDEIIAD00801714,3,25,2,0.76,2.26
TQSMNOQSTHJOQPCDEIJAH00802124,6,7,2,0.66,4.76
TQTMNOQTRHKMPSCDEIJAH00786282,1,52,1,1.0,2.77
TQTMNOQTRHKMPSCDEIJAH00786282,2,26,2,0.76,2.77
TQTMNOQTRHKMPSCDEIJAH00786282,3,4,2,0.55,2.77
TQTMNOQTRHKMPSCDEIJAH00786282,4,2,1,0.46,2.77
TQRMNOSWRHLMQNCDEIJAH00794378,1,67,2,0.67,0.67
TQRMNOTSVHMNOUCDEIJAH00802132,1,45,1,1.0,5.06
TQRMNOTSVHMNOUCDEIJAH00802132,2,36,2,0.77,5.06
TQRMNOTSVHMNOUCDEIJAH00802132,3,20,1,1.02,5.06
TQRMNOTSVHMNOUCDEIJAH00802132,4,17,2,0.77,5.06
TQRMNOTSVHMNOUCDEIJAH00802132,5,13,1,0.9,5.06
TQRMNOTSVHMNOUCDEIJAH00802132,6,5,2,0.6,5.06
TQRMNOPSYHJMQLCDEIJAH00797744,1,67,2,0.67,0.67
TQRMNOSTYHKMOSCDEIJAH00786306,1,92,2,0.63,0.63
TQRMNOSPUHLMPNCDEIJAH00718703,1,54,2,0.76,1.52
TQRMNOSPUHLMPNCDEIJAH00718703,2,20,2,0.76,1.52
TQRMNORPWHMNPNCDEIJAH00802136,1,45,1,1.0,4.26
TQRMNORPWHMNPNCDEIJAH00802136,2,47,2,0.76,4.26
TQRMNORPWHMNPNCDEIJAH00802136,3,18,1,1.02,4.26
TQRMNORPWHMNPNCDEIJAH00802136,4,13,2,0.76,4.26
TQRMNORPWHMNPNCDEIJAH00802136,5,11,2,0.72,4.26
TQRMNOPWRHKLPLCDEIJAH00780386,1,36,1,1.0,2.99
TQRMNOPWRHKLPLCDEIJAH00780386,3,26,2,0.76,2.99
TQRMNOPWRHKLPLCDEIJAH00780386,4,8,1,0.68,2.99
TQRMNOPWRHKLPLCDEIJAH00780386,5,4,2,0.55,2.99
TQRMNOPVXHLOOOCDEIIAD00718449,1,40,1,1.0,1.0
TQRMNOQUWHLKOPCDEIIAD00718413,1,42,1,1.0,5.01
TQRMNOQUWHLKOPCDEIIAD00718413,2,40,2,0.77,5.01
TQRMNOQUWHLKOPCDEIIAD00718413,3,15,1,1.0,5.01
TQRMNOQUWHLKOPCDEIIAD00718413,4,14,1,0.96,5.01
TQRMNOQUWHLKOPCDEIIAD00718413,5,6,1,0.64,5.01
TQRMNOQUWHLKOPCDEIIAD00718413,6,6,1,0.64,5.01
TQRMNOSQSHLLOQCDEIIAD00718415,1,35,1,1.0,1.0
TQRMNOPSYHJLOQCDEIIAD00794774,1,33,2,0.77,0.77
TQRMNORVRHMOKNCDEIJAH00802084,1,27,1,1.02,1.78
TQRMNOWWYHLNKRCDEIIAD00801707,1,39,1,1.0,1.55
TQRMNOSUUHKLPLCDEIJAH00780513,1,62,1,0.83,1.5
TQRMNOSUUHKLPLCDEIJAH00780513,2,62,2,0.67,1.5
TQRMNORVRHMOKNCDEIJAH00802084,2,28,2,0.76,1.78
TQRMNOSYUHLMKMCDEIJAH00719003,4,16,2,0.77,0.77
TQRMNORTYHJKKMCDEIJAH00802085,1,81,2,0.63,0.63
TQRMNOWWYHLNKRCDEIIAD00801707,3,4,2,0.55,1.55
TQRMNOSRPHJMTLCDEIJAH00794551,1,65,1,0.83,1.59
TQRMNOSRPHJMTLCDEIJAH00794551,2,56,2,0.76,1.59
TQTMNOPYWHJOQOCDEIJAH00797517,1,45,1,1.0,6.22
TQTMNOPYWHJOQOCDEIJAH00797517,2,48,2,0.76,6.22
TQTMNOPYWHJOQOCDEIJAH00797517,3,25,2,0.76,6.22
TQTMNOPYWHJOQOCDEIJAH00797517,4,23,2,0.76,6.22
TQTMNOPYWHJOQOCDEIJAH00797517,5,20,1,1.02,6.22
TQTMNOPYWHJOQOCDEIJAH00797517,7,15,1,1.0,6.22
TQTMNOPYWHJOQOCDEIJAH00797517,8,4,2,0.55,6.22
TQTMNOPYWHJOQOCDEIJAH00797517,9,1,2,0.37,6.22
TQRMNOSTTHKNPOCDEIJAH00780195,3,6,1,0.64,0.64
TQRMNOPVRHLMPUCDEIJAH00718924,2,74,2,0.67,0.67
TQRMNOPSQHLLQLCDEIJAH00780270,1,95,1,0.74,0.74
TQRMNORPTHLLQLCDEIJAH00718889,2,23,2,0.76,2.81
